,date,open_x,high_x,low_x,close_x,volume_x,market cap_x,open_y,high_y,low_y,close_y,volume_y,market cap_y,open,high,low,close,volume,market cap,ema_8,ema_50,cti,cti_30,crsi,roc,rsi,r_50,hl_pct_change_5,cmf,T3,low_5,safe_dump_50,Weighted_Price
110,2015-11-25,0.8938,0.8995,0.8511,0.8635,622991.0,64760707.0,1.0,1.0,1.0,1.0,6875.0,451600.0,320.05,329.13,316.77,328.21,41666900.0,4884886822.0,326.4569463115088,312.0209191451531,-0.6686543866301095,-0.17395370613024086,60.47473547055134,-0.7679516250944873,50.563495880935264,-66.03140782828284,0.039018846481674446,0.041626660054338654,322.72306606540974,312.22,True,303.0640136478521
111,2015-11-26,0.8633,0.9036,0.8044,0.8842,947473.0,66330892.0,1.0,1.0,1.0,1.0,20800.0,451600.0,328.3,366.76,328.23,352.68,106105000.0,5250750575.0,332.28429157561794,313.6153929041667,0.16068839619983769,-0.2544947598439374,81.98229951218173,5.2493359992837885,59.13826992138781,-56.37626262626263,0.15781166145784012,0.07093469078720913,326.19634232312364,316.77,True,304.19864350536807
112,2015-11-27,0.8821,0.9001,0.8607,0.868,403813.0,65135635.0,1.0,1.0,1.0,1.0,8253.0,451600.0,351.86,363.59,347.87,358.04,55179100.0,5331719786.0,338.00778233659173,315.35753435890524,0.5646383378995825,-0.3103058966192584,79.57037691070536,7.008577662213478,60.74444029127132,-54.261363636363626,0.15781166145784012,0.05745397634816555,332.63994603738433,316.77,True,304.8587744803729
113,2015-11-28,0.8681,0.9293,0.8621,0.9157,462464.0,68742122.0,1.0,1.0,1.0,1.0,22508.0,451600.0,357.14,359.54,352.17,357.38,36816600.0,5323252537.0,342.3127195951269,317.00547418796776,0.7924365224214329,-0.35416493946934285,50.73146393864433,9.575348765905268,60.429457098349594,-54.72691987801497,0.15781166145784012,0.0994405399989792,339.99440841987325,316.77,True,305.28889466855435
114,2015-11-29,0.9141,0.9142,0.8605,0.8786,448358.0,65980042.0,1.0,1.0,1.0,1.0,134696.0,451600.0,357.47,371.94,355.67,371.29,40409300.0,5531872177.0,348.7521152406543,319.134279121773,0.8827165593888254,-0.3364303265573336,73.979926423568,15.300291907334952,64.59621629736185,-49.35266084193803,0.17416422009660013,0.10165412925694564,348.36136387518104,316.77,True,305.84304560172563
115,2015-11-30,0.88,0.8951,0.8477,0.8731,784439.0,65589555.0,1.0,1.0,1.0,1.0,659724.0,451600.0,371.44,382.36,370.38,377.32,71701600.0,5623195997.0,355.10053407606443,321.4160720973897,0.9223812197471821,-0.34733162157420977,75.81095058052601,15.41308536995687,66.2550762064667,-46.95790309769659,0.16491484629680406,0.1812922275069142,357.17008528162,316.77,True,306.96667736412445
116,2015-12-01,0.8783,0.8867,0.8539,0.8748,652857.0,65738067.0,1.0,1.0,0.9999,0.9999,129772.0,951593.0,377.41,378.93,356.56,362.49,60452200.0,5403653927.0,356.7426376147168,323.0268143680803,0.9130064417467977,-0.37446921113125786,42.59025926749394,11.693473839896473,58.940601860036445,-52.84749801429706,0.09914623278811052,0.21470961799778188,363.4537056390395,328.23,True,307.7455844683251
117,2015-12-02,0.8732,0.878,0.8189,0.8212,506307.0,61730775.0,0.9999,1.0,0.9999,1.0,195747.0,951600.0,361.85,362.23,349.46,359.19,54160500.0,5355891235.0,357.2864959225575,324.4449785105085,0.8404731672253979,-0.33128122040673247,44.21975980666176,11.187122736418509,57.421469080947354,-55.286629368361304,0.09414525267555668,0.20356862792916963,366.5844319581263,347.87,True,308.32062181796084
118,2015-12-03,0.8185,0.8377,0.7851,0.8121,539969.0,61070307.0,1.0,1.0,1.0,1.0,141337.0,951600.0,359.33,370.27,357.41,361.05,50714900.0,5384892776.0,358.12283016198916,325.8804695493121,0.7308828812021101,-0.20314779252736134,63.630439938828054,12.810498359631307,58.07733302964678,-55.237977906451476,0.09414525267555668,0.15662402823040947,367.5525976047031,349.46,True,308.91141975707785
119,2015-12-04,0.8121,0.8596,0.8024,0.84,241278.0,63189182.0,1.0,1.0,1.0,1.0,7738.0,951600.0,361.26,363.52,355.76,363.18,35784100.0,5418154665.0,359.24664568154714,327.3431962336528,0.5668831755811469,-0.023074884188100286,65.52915385381014,10.654763718351056,58.85887197454576,-54.786243430037665,0.09414525267555668,0.20315765512131215,367.50923997860286,349.46,True,309.30480736743766
120,2015-12-05,0.8412,0.8728,0.8244,0.8624,232743.0,64895497.0,1.0,1.0,1.0,1.0,21568.0,951600.0,363.72,389.79,363.23,388.95,66282200.0,5804247032.0,365.84739108564776,329.75914932252914,0.5516501676542256,0.185592717732924,80.21476219622726,10.284110241578759,66.89899061091842,-45.408467501490755,0.11540662736793923,0.294020308929676,370.0426293713747,349.46,True,310.29254054454333
121,2015-12-06,0.8664,0.8824,0.8331,0.8355,443608.0,62889050.0,1.0,1.0,1.0,1.0,220143.0,951600.0,389.55,402.81,387.09,388.78,77762000.0,5803305524.0,370.94352639994827,332.07369248635155,0.6058653781848798,0.350536513596965,55.76013975060374,8.585632890179863,66.80623878465062,-45.48087571343386,0.15266411034167007,0.18143715500214047,374.46289855109285,349.46,True,311.61259693465934
122,2015-12-07,0.8363,0.8508,0.7876,0.8113,520409.0,61084951.0,1.0,1.0,1.0,1.0,11224.0,951600.0,389.98,399.97,385.41,395.54,63455800.0,5905560136.0,376.40940942218197,334.5625672908084,0.6821567124128548,0.5527412450976215,76.9928864268733,10.677710000559637,68.66658224290192,-42.63245385959677,0.132252080053969,0.19096076815321256,380.1663674053391,349.46,True,312.66854873085214
123,2015-12-08,0.806,0.8236,0.7823,0.8221,445903.0,61922409.0,1.0,1.0,1.0,1.0,9504.0,951752.0,395.75,415.56,389.95,415.56,57801400.0,6206381460.0,385.1095406616971,337.73893720097277,0.7403413524257689,0.6999247590761459,81.78446363121475,11.923294459856182,73.41802936478331,-34.43377953772651,0.16809084776253658,0.23016619036647806,388.22626697010264,355.76,True,313.7621352678574
124,2015-12-09,0.8245,0.8245,0.7705,0.7922,624221.0,59687098.0,1.0,1.0,1.0,1.0,17421.0,951676.0,414.44,423.12,406.29,417.56,90917200.0,6238015413.0,392.3207538479866,340.8691749577974,0.852517298500421,0.8437448693322648,81.82767905429911,10.664687798155414,73.84473450070095,-33.6613153806318,0.16488175536161656,0.2837840406045608,397.2461515149457,355.76,True,315.5864582384612
125,2015-12-10,0.7956,0.8616,0.7873,0.8404,369589.0,63342630.0,1.0,1.0,1.0,1.0,23195.0,951600.0,417.99,419.51,411.55,415.48,52138900.0,6209105142.0,397.4672529928785,343.79508966533473,0.9529825937532316,0.8760829248455416,59.7722038334727,14.618334298877222,72.54054844136681,-34.90541365181762,0.09784385459640377,0.26478763784752446,405.3410112247873,363.23,True,316.60203456049027
126,2015-12-11,0.84,0.9298,0.8198,0.9298,801072.0,70101842.0,1.0,1.0,1.0,1.0,102209.0,951600.0,415.28,451.94,415.28,451.94,110944000.0,6755795193.0,409.57230788334994,348.036066541204,0.9622262294366142,0.8679794938691797,86.74312741354997,25.82198836270497,79.40635134550617,-19.64687865958022,0.1726213642614358,0.32460026343556025,415.88429224940296,385.41,True,319.2081988719785
127,2015-12-12,0.9312,1.05,0.9285,0.977,1376280.0,73686284.0,1.0,1.0,1.0,1.0,39261.0,951600.0,452.33,469.1,410.74,435.0,131969000.0,6504325267.0,415.22290613149437,351.4464168729215,0.9544862544310893,0.8951457302579778,61.549636757607665,20.48192771084336,70.5767236533456,-27.64539395599379,0.20297474035132718,0.2764029421330749,425.3810862745454,385.41,True,322.13273806091945
128,2015-12-13,0.9715,0.9894,0.9374,0.9529,273614.0,71894531.0,1.0,1.0,1.0,1.0,13796.0,951600.0,431.66,441.68,426.27,433.76,55050600.0,6487293999.0,419.3422603244956,354.67440052496374,0.9217850989165777,0.9178476818341553,59.74115460947877,19.43388953136185,69.96345416779167,-28.737502906300865,0.1545940092052475,0.2710230799937024,432.3789370701095,389.95,True,323.2662842906992
129,2015-12-14,0.9566,1.01,0.9502,0.993,563436.0,74947760.0,1.0,1.0,1.0,1.0,8173.0,951600.0,433.27,447.14,430.46,444.18,130496000.0,6645395797.0,424.86175803016323,358.1844240337887,0.9075279041502425,0.9343315740035085,80.17454479095704,14.199768607790219,72.15321012962178,-23.892118112066957,0.1420850172858743,0.3164903481463432,438.01345171543585,406.29,True,326.0206890023954
130,2015-12-15,0.9906,1.03,0.9822,1.01,578618.0,76568082.0,1.0,1.0,1.0,1.0,22210.0,951600.0,443.88,465.32,443.88,465.32,83121104.0,6963784692.0,433.85247846790475,362.3858191697185,0.914810466354537,0.9386296865613534,86.17636824972736,19.687226709192874,75.9792860880285,-14.362384231773929,0.1420850172858743,0.34062094058496384,444.8425968413228,410.74,True,327.9677224290881
131,2015-12-16,1.02,1.02,0.9749,0.9912,320767.0,74858729.0,1.0,1.0,1.0,1.0,143155.0,951600.0,465.21,465.21,443.85,454.93,107944000.0,6810202753.0,438.5363721417037,366.01500273169034,0.8881327298518565,0.9496685199047049,57.995124193875974,15.014916316933814,70.82840902469079,-20.127811354404038,0.1420850172858743,0.3230780301717266,450.85311942305134,410.74,True,330.34628964325145
132,2015-12-17,0.993,0.9976,0.9118,0.9407,640765.0,71069938.0,1.0,1.0,1.0,1.0,2226.0,951600.0,454.78,457.86,448.86,456.08,47978400.0,6829095335.0,442.434956110214,369.546963408879,0.8498348027100758,0.9610526758546812,73.39167455793826,9.750697853498892,71.06224845045868,-20.291940789473692,0.09160860487484461,0.33367478238801607,455.41294156133245,410.74,True,331.3717878319777
133,2015-12-18,0.9383,0.9395,0.9081,0.9201,300787.0,69538663.0,1.0,1.0,1.0,1.0,6493.0,951600.0,455.85,465.18,454.94,463.62,60220100.0,6943912954.0,447.14274364127755,373.23610209872686,0.8381337547626233,0.9703866197074912,79.28074925811681,11.03075007184595,72.61238522659261,-16.416529605263154,0.08098313432142362,0.34666478435106046,459.3066333015104,426.27,True,332.7069232342682
134,2015-12-19,0.9215,0.9259,0.8889,0.9081,343535.0,68650439.0,1.0,1.0,1.0,1.0,23202.0,951600.0,463.55,465.58,456.77,462.32,47892700.0,6926346391.0,450.5154672765492,376.72958829093363,0.7922492268835594,0.9737130161698203,61.31259657990578,11.273707519014152,71.89727277036796,-17.084703947368425,0.04895798129998864,0.3279071167062426,462.31014889582616,430.46,True,333.7518246398724
135,2015-12-20,0.9082,0.9432,0.8994,0.9039,472164.0,68356313.0,1.0,1.0,1.0,1.0,16100.0,951600.0,462.23,462.64,434.34,442.68,75409400.0,6633988873.0,448.77425232620493,379.31587894619116,0.4482746036845479,0.9668566806624393,43.812648606672184,-2.0489445501615244,61.96806911671362,-27.17927631578947,0.07192521987383159,0.29808798832344463,462.0531325059919,443.85,True,335.17399800538357
136,2015-12-21,0.9061,0.9174,0.8912,0.9008,549113.0,68143246.0,1.0,1.0,0.9998,0.9999,18913.0,951471.0,442.84,444.73,427.31,438.64,77639696.0,6574990256.0,446.5221962537149,381.64231506594837,0.27389299553076896,0.9559090686491267,43.081813146660586,0.8367816091954028,60.12853770299863,-29.255756578947377,0.08956027240176917,0.3296461411725355,458.88367790622306,434.34,True,336.47745991243823
137,2015-12-22,0.895,0.9095,0.8621,0.8642,454249.0,65398932.0,0.9999,0.9999,0.9995,0.9998,10915.0,951411.0,437.44,443.69,435.52,436.57,50840400.0,6545633139.0,444.31059708622274,383.79634192610723,-0.14843657293432383,0.9399983152325841,43.230304101244315,0.6478236812984095,59.159507182216245,-30.319695723684216,0.08956027240176917,0.28552410101780096,454.067781715205,427.31,True,337.3271962804279
138,2015-12-23,0.8618,0.8829,0.8561,0.8581,334993.0,64957356.0,0.9998,1.0,0.9998,1.0,66711.0,951600.0,436.72,444.53,436.62,442.4,47161400.0,6634776277.0,443.88601995595104,386.09452459567166,-0.5690089136626167,0.9251518057712381,76.8941269932189,-0.4007384393714286,61.06279505112905,-27.323190789473696,0.08956027240176917,0.3159714387287493,449.6429230589024,427.31,True,338.1227350312941
139,2015-12-24,0.8594,0.8828,0.8476,0.8633,354646.0,65371538.0,1.0,1.0,1.0,1.0,91078.0,951600.0,443.09,458.46,443.08,454.98,57157200.0,6825070740.0,446.3513488546286,388.79591578799824,-0.6340797230218295,0.9167042567533867,88.00836349075853,-2.2221267085016705,64.86748693246373,-8.399762046400953,0.0826800215300367,0.31053634518476986,447.73563028601075,427.31,True,339.1717889489134
140,2015-12-25,0.862,0.8826,0.862,0.8704,187114.0,65931377.0,1.0,1.0,1.0,1.0,618112.0,951600.0,454.86,458.3,452.08,455.65,39078500.0,6836936569.0,448.4177157758223,391.41764458062573,-0.35203594240506075,0.9070759586761538,88.80313142111889,0.15826610687357245,65.06328824122025,-8.001189767995266,0.07289789614097489,0.27786566993435996,447.9936240522711,427.31,True,339.8978018021074
141,2015-12-26,0.8708,0.8975,0.8383,0.8546,425282.0,64758910.0,1.0,1.0,1.0,1.0,15305.0,951600.0,455.76,457.49,405.76,417.27,116166000.0,6262844602.0,441.4960011589729,392.43146244020903,-0.5715735680252187,0.8550782077644368,36.617250144924164,-8.509472022452202,48.41695177302733,-30.83283759666867,0.12987973186119872,0.2684863055683971,444.95979573336945,427.31,True,341.4835063186626
142,2015-12-27,0.8532,0.8615,0.8412,0.8564,164565.0,64913919.0,1.0,1.0,1.0,1.0,26317.0,951600.0,416.51,424.01,408.88,422.82,53591200.0,6348296234.0,437.34577867920115,393.62316979549496,-0.6565261525410452,0.8062537130356151,59.41747073061831,-8.800310599197624,50.39344103397946,-27.53123140987509,0.12987973186119872,0.283864591054591,439.8927512959717,405.76,True,342.12670550865613
143,2015-12-28,0.8564,0.8724,0.8329,0.845,235134.0,64074279.0,1.0,1.0,1.0,1.0,82323.0,951600.0,423.34,429.77,418.48,422.28,49638600.0,6341733237.0,433.9978278616009,394.7469670584167,-0.6416278459968184,0.749116932421659,46.858197863617455,-8.660667935629007,50.19192631175458,-27.85246876859015,0.12987973186119872,0.23558786573010357,434.3206040810196,405.76,True,342.75084976717557
144,2015-12-29,0.8438,0.8731,0.8332,0.8731,215742.0,66222901.0,1.0,1.0,1.0,1.0,14115.0,951600.0,422.1,432.98,420.63,432.98,51596500.0,6504194854.0,433.7716438923563,396.24630168357686,-0.48167694964309377,0.7080034228548775,69.86803283483312,-2.1911990602692666,54.107946800472654,-21.48720999405116,0.12948541009463727,0.2563439776439225,430.5786519973258,405.76,True,343.43188285361964
145,2015-12-30,0.8743,0.9411,0.8666,0.912,604078.0,69196765.0,1.0,1.0,1.0,1.0,7389.0,951600.0,433.3,434.39,422.08,426.62,46889400.0,6410381455.0,432.1823896940549,397.4374271077503,-0.5083135438300505,0.6543201144014431,53.94927291118932,-2.740288163414184,51.51532212199372,-25.270672218917316,0.12748915615141962,0.24919332937911648,428.0381225250653,405.76,True,344.0331846004606
146,2015-12-31,0.9121,0.9754,0.9103,0.9335,663994.0,70858023.0,1.0,1.0,1.0,1.0,6995.0,951600.0,425.88,432.92,418.73,430.57,45996600.0,6471217491.0,431.82408087315383,398.73674369176007,-0.5086259757192247,0.588945394576432,68.67204044232362,-1.3743500469569625,53.0209158794147,-24.56017338092812,0.06238994325963606,0.20267771301966164,426.84910163219047,405.76,True,344.6127412371408
147,2016-01-01,0.9337,0.9548,0.9314,0.948,206062.0,71980386.0,1.0,1.0,1.0,1.0,4876.0,951600.0,430.72,436.25,427.52,434.33,36278900.0,6529299589.0,432.38095179023077,400.1325576646322,-0.4723616159679487,0.5159161023937219,72.68278480084759,-1.8241410488245902,54.47026769963511,-22.163437021927614,0.04246320015293439,0.251083520344837,427.08940373201585,408.88,True,345.09306581069904
148,2016-01-02,0.9474,0.9696,0.9366,0.9371,255504.0,71176658.0,1.0,1.0,1.0,1.0,4701.0,951600.0,434.62,436.06,431.87,433.44,30096600.0,6517390487.0,432.6162958368462,401.4387318738623,-0.3604579229162689,0.4238092769277441,55.049067372579465,-4.734274034023478,54.04524355894548,-22.730749617542088,0.04184080433692351,0.25129030964833154,428.0990457776354,418.48,True,345.4924892041194
149,2016-01-03,0.9384,0.9914,0.9343,0.9719,407632.0,73843292.0,1.0,1.0,1.0,1.0,1389.0,951600.0,433.58,433.74,424.71,430.01,39633800.0,6467429942.0,432.0371189842137,402.55917376116184,-0.07303893976241281,0.2943970093626221,48.77810997990402,-5.627126083616806,52.34989613978326,-24.917134115247343,0.04184080433692351,0.20451909128634646,428.963981997508,418.73,True,345.98765937834105
150,2016-01-04,0.972,0.9764,0.9298,0.9545,346245.0,72543707.0,1.0,1.0,1.0,1.0,81182.0,951600.0,430.06,434.52,429.08,433.09,38477500.0,6515713340.0,432.2710925432773,403.7564610646457,0.806628736348038,0.17608115686601886,73.82456538106698,3.7913101828552342,53.75280013975924,-22.953850076491616,0.04184080433692351,0.154735428856502,429.86100475831586,418.73,True,346.47844118288515
151,2016-01-05,0.9531,0.9706,0.9465,0.9502,219833.0,72240974.0,1.0,1.0,1.0,1.0,1350.0,951838.0,433.07,434.18,429.68,431.96,34522600.0,6500393256.0,432.20196086699343,404.86248219936545,0.6953994269144301,0.018093469949745256,55.92714791040919,2.16167636346436,53.134705763391565,-23.67414584395719,0.027171481716936313,0.16216981978057204,430.6011496352903,418.73,True,346.91257497807675
152,2016-01-06,0.95,0.9607,0.9357,0.9509,308791.0,72317149.0,1.0,1.0,1.0,1.0,541019.0,1451600.0,431.86,431.86,426.34,429.11,34042500.0,6458942098.0,431.514858452106,405.81336525037074,0.4173715799124938,-0.17766745015266275,48.26712179969746,1.6174102491238074,51.52544454001414,-25.49082100968894,0.0267241176332086,0.13638643368597406,430.81254316298623,424.71,True,347.32223508411676
153,2016-01-07,0.9558,0.9746,0.9358,0.942,647462.0,71667152.0,1.0,1.0,1.0,1.0,25544.0,1451600.0,430.01,458.77,429.08,458.05,87562200.0,6896279078.0,437.41155657386025,407.86186073074833,0.5086124792061305,-0.19260056747066112,87.49073594888222,5.790105778557897,63.58574329785307,-7.04360020397757,0.08019589837771657,0.17197712694511727,434.0044565790545,424.71,True,348.6046263719168
154,2016-01-08,0.9428,0.9918,0.9397,0.9868,545600.0,75099809.0,1.0,1.0,1.0,1.0,13420.0,1451600.0,457.54,462.93,447.94,453.23,56993000.0,6825700454.0,440.9267662241135,409.6410034471896,0.6976971148703109,-0.23337136944644618,66.28978051068692,6.237400965730622,60.869449152078424,-10.116012238653752,0.08582352113336782,0.14317678043649565,438.74765220809104,424.71,True,349.4715910282988
155,2016-01-09,0.9855,0.9923,0.9736,0.9868,226281.0,75128312.0,1.0,1.0,1.0,1.0,3359.0,1451600.0,453.38,454.64,446.89,447.61,32278000.0,6742767343.0,442.41192928542165,411.12998370416256,0.6981899097904911,-0.3275365970897938,59.3973327867843,3.9575446501149747,57.77061728136229,-14.107529705245195,0.08582352113336782,0.15376336272281363,442.9937501363693,426.34,True,349.9333691885622
156,2016-01-10,0.9856,1.0,0.9751,0.9992,390888.0,76097646.0,1.0,1.0,1.0,1.0,66196.0,1451600.0,448.24,448.31,440.35,447.99,35995900.0,6750440386.0,443.65150055532797,412.57547453929345,0.7042364141485933,-0.2536448847478559,75.45335042536718,3.1450740220569706,57.926586306410975,-13.858071292588464,0.08582352113336782,0.17017677137994106,446.1491302348252,426.34,True,350.4220657328463
157,2016-01-11,0.9992,1.07,0.9992,1.06,1011920.0,80874514.0,1.0,1.0,1.0,1.0,118900.0,1451600.0,448.7,450.66,443.86,448.43,40450000.0,6758931030.0,444.7133893208106,413.98153436128194,0.7236357399250191,-0.2513643488433438,75.67837530586102,3.4583794758213493,58.119467366276226,-13.569224709512252,0.07888971753519163,0.2250862827350125,448.2476731898705,426.34,True,350.9772986113048
158,2016-01-12,1.07,1.28,1.05,1.14,2898760.0,86951446.0,1.0,1.0,1.0,1.0,11714.0,1451600.0,448.18,448.18,435.69,435.69,115607000.0,6568800100.0,442.70819169396384,414.8328467392709,0.49869718874581453,-0.31372668755184974,42.03030460369599,1.3208995139647906,50.85041540775158,-21.93264622858269,0.06252151759278388,0.07847615260026822,447.9922534528837,429.08,True,352.4045597631771
159,2016-01-13,1.14,1.15,1.08,1.13,1005910.0,85775572.0,1.0,1.0,1.0,1.0,9873.0,1452253.0,434.67,435.19,424.44,432.37,173888000.0,6520360056.0,440.4108157619719,415.52057823969164,0.14210822275708243,-0.3401561655651693,39.57963033768725,-0.1662472003509552,49.12608056906463,-24.112124991794136,0.07115257751390064,0.11489829444927967,445.69998098289216,435.69,True,354.2503832492617
160,2016-01-14,1.12,1.19,1.1,1.19,751961.0,90714399.0,1.0,1.0,1.0,1.0,20292.0,1451600.0,432.29,433.32,427.85,430.31,43945500.0,6490638885.0,438.1661900370892,416.1005555636253,-0.20255232704110746,-0.2927814510151754,36.997949701517236,-0.3819798129456431,48.03759622914413,-27.53602612337618,0.06177551597398932,0.10565327810992486,442.2269466877185,424.44,True,354.7021374396382
161,2016-01-15,1.18,1.32,1.14,1.21,3910550.0,92149709.0,1.0,1.0,1.0,1.0,95995.0,1451600.0,430.26,430.26,364.33,364.33,153351008.0,5496598039.0,421.75814780662495,414.07033769838506,-0.6294291401699815,-0.3853716137482147,24.258800914979826,-15.096362238120765,27.228219130467767,-86.42250268085459,0.23695550736969243,0.028367100013921384,430.84565497585777,424.44,True,355.34236737825495
162,2016-01-16,1.22,1.31,1.17,1.22,2462630.0,93117298.0,1.0,1.0,0.9997,1.0,74254.0,1452195.0,365.07,390.56,354.91,387.54,120352000.0,5848063566.0,414.1541149607083,413.0299322984484,-0.8401610084759547,-0.43488146724284366,62.24419293183285,-15.393515991703966,37.48699824430758,-68.1711802072885,0.26279901946972467,0.07010472706145916,417.3607153052012,364.33,True,355.6917857477237
163,2016-01-17,1.22,1.33,1.21,1.33,1171150.0,101329330.0,1.0,1.0,1.0,1.0,17361.0,1451600.0,387.15,390.96,380.09,382.3,45319600.0,5770478451.0,407.07542274721754,411.8248369141955,-0.8691858072969534,-0.46385664663346793,39.82819139805735,-15.649890783928688,36.24472172799091,-72.55098629220996,0.22619819109069897,0.06189986018352915,404.5220627707872,354.91,True,355.8602648129028
164,2016-01-18,1.33,1.54,1.32,1.43,4278930.0,108912542.0,1.0,1.0,1.0,1.0,160834.0,1451600.0,381.73,388.1,376.67,387.17,54403900.0,5845656048.0,402.65199547005807,410.8579805646192,-0.8664361156529896,-0.4812462527402521,55.67586417162152,-13.502826120953504,38.29147335617884,-68.4804413239719,0.22092924966893004,0.05698746439291049,394.52810585971474,354.91,True,356.0566440674098
165,2016-01-19,1.42,1.46,1.31,1.37,2446740.0,104750746.0,1.0,1.0,1.0,1.0,9857.0,1451600.0,387.03,387.73,378.97,380.15,46819800.0,5740934168.0,397.6515520322674,409.6537460326733,-0.861909983776763,-0.5334440691950023,39.15369996884652,-15.143195160606272,36.47377207609618,-74.3480441323972,0.2123073455242173,0.03968983329758013,386.9243378610979,354.91,True,356.2133282000344
166,2016-01-20,1.36,1.62,1.35,1.53,2933220.0,117043472.0,1.0,1.0,1.0,1.0,17069.0,1451600.0,379.74,425.27,376.6,420.23,121720000.0,6347836794.0,402.66898491398575,410.06850109021553,-0.6157039462373413,-0.5241952612816664,71.20876787505634,-6.288606917467609,50.82630529083354,-40.84754262788364,0.19824744301372166,0.08645275985157055,386.20923247379164,354.91,True,356.99566635600115
