,date,open,high,low,close,volume,market cap
402,"Dec 12, 2021",49354.85,50724.87,48725.85,50098.34,21939223599.0,946823114555.0
403,"Dec 11, 2021",47264.63,49458.21,46942.35,49362.51,25775869261.0,932873019896.0
404,"Dec 10, 2021",47642.14,50015.25,47023.7,47243.31,30966005122.0,892777676312.0
405,"Dec 09, 2021",50450.08,50797.17,47358.35,47672.12,29603577251.0,900835068960.0
406,"Dec 08, 2021",50667.65,51171.38,48765.99,50504.8,28479699446.0,954312404511.0
407,"Dec 07, 2021",50581.83,51934.78,50175.81,50700.08,33676814852.0,957948940989.0
408,"Dec 06, 2021",49413.48,50929.52,47281.04,50582.63,37707308001.0,955680910792.0
409,"Dec 05, 2021",49201.52,49768.15,47857.5,49368.85,37198201161.0,932695365142.0
410,"Dec 04, 2021",53727.88,53904.68,42874.62,49200.7,61385677469.0,929467386770.0
411,"Dec 03, 2021",56509.17,57482.17,52496.59,53598.25,39789134215.0,1012490599979.0
412,"Dec 02, 2021",57217.37,57349.23,55895.13,56477.82,32379968686.0,1066829261574.0
413,"Dec 01, 2021",56907.97,59041.69,56553.08,57229.83,36858195307.0,1080977744339.0
414,"Nov 30, 2021",57830.11,59113.4,56057.28,57005.43,36708594618.0,1076689232562.0
415,"Nov 29, 2021",57291.9,58872.88,56792.53,57806.57,32370840356.0,1091773828974.0
416,"Nov 28, 2021",54813.02,57393.84,53576.74,57248.46,28116886357.0,1081180416262.0
417,"Nov 27, 2021",53736.43,55329.26,53668.36,54815.08,30560857714.0,1035176249679.0
418,"Nov 26, 2021",58960.29,59183.48,53569.76,53569.76,41810748221.0,1011613083342.0
419,"Nov 25, 2021",57165.42,59367.97,57146.69,57274.68,34284016248.0,1081500188674.0
420,"Nov 24, 2021",57565.85,57803.07,55964.22,56280.43,36635566789.0,1062661698465.0
421,"Nov 23, 2021",56304.56,57875.52,55632.76,57569.07,37485803899.0,1086985075773.0
422,"Nov 22, 2021",58706.85,59266.36,55679.84,56289.29,35036121783.0,1062772703759.0
423,"Nov 21, 2021",59730.51,60004.43,58618.93,58730.48,26123447605.0,1108812311533.0
424,"Nov 20, 2021",58115.08,59859.88,57469.73,59697.2,30624264863.0,1127014430118.0
425,"Nov 19, 2021",56896.13,58351.11,55705.18,58119.58,38702407772.0,1097177697853.0
426,"Nov 18, 2021",60360.14,60948.5,56550.79,56942.14,41388338699.0,1074900976539.0
427,"Nov 17, 2021",60139.62,60823.61,58515.41,60368.01,39178392930.0,1139519389072.0
428,"Nov 16, 2021",63721.2,63721.2,59016.34,60161.25,46844335592.0,1135559300073.0
429,"Nov 15, 2021",65521.29,66281.57,63548.14,63557.87,30558763548.0,1199611097094.0
430,"Nov 14, 2021",64455.37,65495.18,63647.81,65466.84,25122092191.0,1235578996842.0
431,"Nov 13, 2021",64158.12,64915.67,63303.73,64469.53,30474228777.0,1216695126358.0
432,"Nov 12, 2021",64863.98,65460.81,62333.91,64155.94,36084893887.0,1210715199478.0
433,"Nov 11, 2021",64978.89,65579.01,64180.49,64949.96,35880633236.0,1225643127560.0
434,"Nov 10, 2021",66953.34,68789.63,63208.11,64995.23,48730828378.0,1226431510693.0
435,"Nov 09, 2021",67549.74,68530.34,66382.06,66971.83,42357991721.0,1263667113597.0
436,"Nov 08, 2021",63344.07,67673.74,63344.07,67566.83,41125608330.0,1274831490851.0
437,"Nov 07, 2021",61554.92,63326.99,61432.49,63326.99,24726754302.0,1194778776481.0
438,"Nov 06, 2021",61068.87,61590.68,60163.78,61527.48,29094934221.0,1160769349887.0
439,"Nov 05, 2021",61460.08,62541.47,60844.61,61125.67,30605102446.0,1153128571128.0
440,"Nov 04, 2021",62941.8,63123.29,60799.66,61452.23,32615846901.0,1159231375022.0
441,"Nov 03, 2021",63254.33,63516.94,61184.24,62970.05,36124731509.0,1187808286560.0
442,"Nov 02, 2021",60963.25,64242.79,60673.06,63226.4,37746665647.0,1192577136210.0
443,"Nov 01, 2021",61320.45,62419.0,59695.18,61004.41,36150572843.0,1150606762880.0
444,"Oct 31, 2021",61850.49,62406.17,60074.33,61318.96,32241199927.0,1156485845063.0
445,"Oct 30, 2021",62239.36,62330.15,60918.39,61888.83,32157938616.0,1167178054167.0
446,"Oct 29, 2021",60624.87,62927.61,60329.97,62227.96,36856881767.0,1173512442368.0
447,"Oct 28, 2021",58470.73,62128.63,58206.92,60622.14,45257083247.0,1143165999365.0
448,"Oct 27, 2021",60352.0,61435.18,58208.19,58482.39,43657076893.0,1102757767323.0
449,"Oct 26, 2021",63032.76,63229.03,59991.16,60363.79,34878965587.0,1138177770430.0
450,"Oct 25, 2021",60893.93,63729.33,60691.8,63039.83,31064911614.0,1188575312422.0
451,"Oct 24, 2021",61368.34,61505.8,59643.35,60930.84,27316183882.0,1148743134468.0
452,"Oct 23, 2021",60694.63,61743.88,59826.52,61393.62,26882546034.0,1157410091263.0
453,"Oct 22, 2021",62237.89,63715.02,60122.8,60692.26,38434082775.0,1144131483274.0
454,"Oct 21, 2021",66002.23,66600.55,62117.41,62210.17,45908121370.0,1172684282558.0
455,"Oct 20, 2021",64284.59,66930.39,63610.67,65992.84,40788955582.0,1243927428207.0
456,"Oct 19, 2021",62043.17,64434.53,61622.93,64261.99,40471196346.0,1211242526571.0
457,"Oct 18, 2021",61548.8,62614.66,60012.76,62026.08,38055562075.0,1169039169043.0
458,"Oct 17, 2021",60887.65,61645.52,59164.47,61553.62,29032367511.0,1160077513368.0
459,"Oct 16, 2021",61609.53,62274.48,60206.12,60892.18,34250964237.0,1147551202767.0
460,"Oct 15, 2021",57345.9,62757.13,56868.14,61593.95,51780081801.0,1160726409230.0
461,"Oct 14, 2021",57372.83,58478.74,56957.08,57321.53,36615791366.0,1080160001108.0
462,"Oct 13, 2021",56038.26,57688.66,54370.97,57401.1,41684252783.0,1081611750762.0
463,"Oct 12, 2021",57526.83,57627.88,54477.97,56041.06,41083758949.0,1055926265435.0
464,"Oct 11, 2021",54734.12,57793.04,54519.77,57484.79,42637331698.0,1083079138639.0
465,"Oct 10, 2021",54952.82,56401.3,54264.26,54771.58,39527792364.0,1031909532688.0
466,"Oct 09, 2021",53929.78,55397.94,53735.14,54968.22,32491211414.0,1035558748272.0
467,"Oct 08, 2021",53802.15,55922.98,53688.06,53967.85,34800873924.0,1016664484566.0
468,"Oct 07, 2021",55338.62,55338.62,53525.47,53805.99,36807860413.0,1013573258668.0
469,"Oct 06, 2021",51486.67,55568.46,50488.19,55361.45,49034730168.0,1042827678808.0
470,"Oct 05, 2021",49174.96,51839.99,49072.84,51514.81,35873904236.0,970325310417.0
471,"Oct 04, 2021",48208.91,49456.78,47045.0,49112.9,33383173002.0,925033195574.0
472,"Oct 03, 2021",47680.03,49130.69,47157.29,48199.95,26638115879.0,907791525236.0
473,"Oct 02, 2021",48137.47,48282.06,47465.5,47711.49,30614346492.0,898547418743.0
